target_end_date,output_type_id,value,reference_date,horizon,target,output_type,location
2026-02-07,0.45,29.795183379206936,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.5,31.544825115142295,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.55,33.391946043349016,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.6,35.37681323056266,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.65,37.54750862271189,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.7,39.99406364118437,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.75,42.78867179136861,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.8,46.141857283895376,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.85,50.44655285953485,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.9,56.38938200706328,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.95,66.4609080834288,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.975,76.67918132988717,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.99,90.5139678696181,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.01,22.180301010361607,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.025,26.507223955948508,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.05,30.911208092119768,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.1,36.87921028983152,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.15,41.50266353665487,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.2,45.64287754815438,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.25,49.49441429424942,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.3,53.2377043081618,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.35,56.97208794504075,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.4,60.74307419765707,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.45,64.64478535716324,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.5,68.72316768640418,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.55,73.04650606679354,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.6,77.7115032849474,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.65,82.83488373360571,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.7,88.63498277345967,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.75,95.29153896206027,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.8,103.31993959449312,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.85,113.68803255028664,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.9,128.1059717773768,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.95,152.7869929733389,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.975,178.1057176930545,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.99,212.77095446602561,2026-02-07,0,wk inc flu hosp,quantile,16
2026-02-07,0.01,206.42614518062683,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.025,234.19714196801263,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.05,261.13135298473793,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.1,295.90891183500014,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.15,321.727117808419,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.2,344.14116152151644,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.25,364.46461768912496,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.3,383.7788431769151,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.35,402.655959190506,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.4,421.3550693195174,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.45,440.349183777728,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.5,459.8491312313946,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.55,480.1551193720331,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.6,501.67641337920185,2026-02-07,0,wk inc flu hosp,quantile,17
2026-02-07,0.65,524.8826554844513,2026-02-07,0,wk inc flu hosp,quantile,17
